label,text
1102,"Pharmacogenomics of Age-Specific, Asparaginase-Induced Hepatotoxicity in Patients With Acute Lymphoblastic Leukemia"
1117,mHealth Messaging to Motivate Quitline Use and Quitting (M2Q2): RCT in Rural Vietnam
1117,Problem Solving Skills Training in Adult Cancer Survivors: Bright IDEAS-AC
1117,Exposure to Vaginal Microbiome in C-section Infants at High-risk for Allergies - A Pilot Study
1102,"Randomized, Double-Blind, Placebo-Based Study to Determine Effect of Evening Alcohol on Sympathetic Neural Activity and Baroreflex Function in Binge Drinkers"
1117,Tanglewood to Table: A Walking Farmer's Market Group and Control
1117,Building on Needle Exchange to Optimize Prevention & Treatment
11,Use of Functional MRI to Assess Functional Hypothalamic Activation in Response to Diazoxide
11,"Phase II Study of REGN2810 Prior to Surgery in Patients With Advanced-Stage, Resectable Cutaneous Squamous Cell Carcinoma of the Head and Neck"
1117,A Novel Behavioral Approach for the Adoption and Maintenance of Habitual Physical Activity
1117,Improving Risk Perception and Uptake of Voluntary Medical Male Circumcision (VMMC) With Education Sessions and Conditional Behavioural Incentives
1117,Improving Risk Perception and Uptake of Pre-exposure Prophylaxis (PrEP) Through Interactive Feedback Based Counselling (and Community Engagement) in Young Women in Manicaland
1102,Pilot Study to Evaluate the Effect of Nicotinamide Riboside on Skeletal Muscle Function in Heart Failure Subjects
1117,VRC 610: Phase I Safety and Pharmacokinetics Study to Evaluate a Human Monoclonal Antibody (MAB) VRC-HIVMAB095-00-AB (10E8VLS) Administered Alone or Concurrently With MAB VRC- HIVMAB075-00-AB (VRC07-523LS) Via Subcutaneous Injection in Healthy Adults
11,Mitochondrial Cofactors for the Treatment of Hyperbilirubinemia Due to PEG-Asparaginase and or Inotuzumab Ozogamicin in Patients With Acute Lymphoblastic Leukemia (ALL)
11,Evaluating Nutritional Preferences and Product Accessibility in Oral Nutritional Supplements for Oncologic Patients - A Cross-Sectional Survey Study at Norris Comprehensive Cancer Center
1117,A Pivotal Study of t:Slim X2 With Control-IQ Technology
1117,A Randomized Single Blinded Interventional Study to Assess the Feasibility and Acceptability of a Culturally-Tailored Cognitive Behavior Intervention (CT-CB) for African American Patients With Uncontrolled Type 2 Diabetes and to Compare the Effects of Intervention to Standard of Care on Diabetes Control Measures.
11,CMV-MVA Triplex Vaccination of Stem Cell Donors to Enhance CMV Specific Immunity and Prevent CMV Viremia in Recipients After Stem Cell Transplant
1117,Clinical Decision Support for Opioid Use Disorders in Medical Settings: Pilot Usability Testing in an EMR
11,"Combination of Rituximab, Lenalidomide and Nivolumab for Relapsed/ Refractory Non-germinal Center (Non-GCB) Type Diffuse Large B Cell Lymphoma (DLBCL) Including Primary Central Nervous System Lymphoma (PCNSL): A Phase 1/2 Trial"
11,An Experimental Treatment Approach for Inflammation-Induced Depression
1117,Varenicline OTC Trial on Efficacy and Safety
1117,Transdisciplinary Versus Usual Care for Type 1 Diabetes in Adolescence
1102,Phase I Assessment of Hypertonic Saline in Moderate to Severe Asthmatics
1117,Increasing Sleep Health Literacy: A Social Ecological Approach
11,2-Hydroxybenzylamine: Multiple Dosing Study in Older Adults
1109,Imaging-guided tDCS Therapy in Major Depression
1117,2-Hydroxybenzylamine: Multiple Dosing Study in Healthy Humans
1117,Intervention Nurses Start Infants Growing on Healthy Trajectories (INSIGHT) - Long Term Follow-Up
11,Safety Run-In and Phase II Trial of M7824 and Topotecan or Temozolomide in Relapsed Small Cell Lung Cancers
11,Brain Penetrance of 2-Hydroxybenzylamine in Humans
11,Neoadjuvant Therapy for Patients With High Risk Stage III Melanoma: A Pilot Clinical Trial
1117,A Phase I Trial to Evaluate the Safety and Immunogenicity of an Influenza Vaccination Strategy Including a H3N2 M2SR Prime Followed by a Seasonal Quadrivalent Inactivated Vaccine Boost in a Pediatric Population 9-17 Years Old
605,Diet Modulation of Bacterial Sulfur and Bile Acid Metabolism and Colon Cancer Risk
11,Fatty Acid Supplements Alter Biological Signatures in Children With Autism Spectrum Disorder
1117,A Self-Affirmation Intervention to Enhance Patient Outreach for Health System-based Lifestyle Programs for Diabetes Prevention
1117,"North Carolina Genomic Evaluation by Next-generation Exome Sequencing, 2"
11,"Phase 1/2 Placebo Controlled, Partially-Blinded Clinical Trial to Assess the Safety and Efficacy of Microbial Restoration by Enema With Banked and Thawed Processed Stool in Individuals With One or More Recurrences of Clostridium Difficile Associated Disease (CDAD)"
11,The Effectiveness of the Jamboxx Respiratory Therapy Device in Treatment of Patients With Decreased Respiratory Function. Study 3: Post-Op Inpatients for Short Term Evaluation of Atelectasis
1117,Follow up of Learning Early About Peanut Allergy (LEAP) Participants and Their Families: LEAP Trio (ITN070AD)
11,A Phase I Trial of Intratumoral Administration of CCL21-gene Modified Dendritic Cell (DC) Combined With Intravenous Pembrolizumab for Advanced NSCLC
1117,Evaluating Control of Hypertension - Effect of Social Determinants
1117,ALMA: A Randomized Control Trial of an Intervention to Reduce Mental Health Disparities in Mexican Immigrant Women
8,Interactive Mobile Health Intervention to Support Patients With Active Tuberculosis
1109,Longitudinal Functional MRI Study of Transcranial Electrical Stimulation in Chronic Tinnitus
11,A Pilot Study of Olaparib and Durvalumab in Patients With Metastatic Triple Negative Breast Cancer
1117,NIDA CTN-0079: Emergency Department Connection to Care With Buprenorphine for Opioid Use Disorder
1117,Cabosun Ii: Cabozantinib Versus Sunitinib for Metastatic Variant Histology Renal Cell Carcinoma
11,"Use of NGAL to Optimize Fluid Dosing, CRRT Initiation and Discontinuation in Critically Ill Children With Acute Kidney Injury"
11,"A Phase 2A Partially-Blind Placebo Controlled Trial to Evaluate the Safety and Immunogenicity of Live Attenuated, Intranasal B. Pertussis Vaccine (BPZE1) in Healthy Adults"
17,Improving Student Mental Health: Adaptive Implementation of School-based CBT
1102,Cockroach Immunotherapy in Children and Adolescents
11,Regulation of Endogenous Glucose Production by Central KATP Channels
11,A Randomized Phase II Study Comparing Atezolizumab After Concurrent Chemo-radiotherapy With Chemo-radiotherapy Alone in Limited Disease Small-cell Lung Cancer
1117,Reducing Barriers and Sustaining Utilization of a Cervical Cancer Screening Program in Rural Senegal
1117,SWOG Tobacco Program for the Oncology Practice
11,Efficacy and Mechanisms of Naltrexone+Bupropion for Binge Eating Disorder
11,CB1R Availability in Synthetic Psychoactive Cannabinoid Users
11,"MITO27: Randomized Phase II Study on MK-3475 Plus Chemotherapy Versus Chemotherapy Alone in Recurrent, Platinum-resistant Ovarian Cancer"
2004,Word by Word: Building Sentences With Preschoolers Who Use AAC
1117,Just Kwit: Mobile Intervention for Tobacco Cessation
1102,Vascular Disease Discovery Protocol
11,"A Phase I, Open-Label, Dose-Escalation Study of the Safety and Pharmacokinetics of a Human Monoclonal Antibody, VRCHIVMAB091-00-AB (N6LS), Administered Intravenously or Subcutaneously to Healthy Adults (VRC 609)"
11,A Phase I/II Trial in Patients With Metastatic Gastrointestinal Epithelial Cancer Administering Tumor-Infiltrating Lymphocytes in Which the Gene Encoding CISH Was Inactivated Using the CRISPR/Cas9 System
1117,Sample Collection From Healthy Volunteers for Assay Optimization
1117,Tele-health Outcomes as Digital Biomarkers of Parkinson's Disease Progression During Extended Follow up of STEADY-PD3 and SURE-PD3 Trial Participants
1117,A Personalized Health Behavior System to Promote Well-Being in Older Adults (FITTLE)
1117,"A Multi-center, Randomized Study of the Efficacy of Ulipristal Acetate (UPA) 30 mg, Levonorgestrel (LNG) 1.5 mg, and LNG 3.0 mg for Emergency Contraception (EC) in Women With Weight ≥ 80 kg"
11,A Phase I Study of FID-007 in Patients With Advanced Solid Tumors
1117,A Study of the Safety and Acceptability of a Placebo Vaginal Film: FAME 101
1102,"Preliminary Evaluation of [68Ga]CBP8 in Healthy Individuals, Lung Cancer Patients Undergoing Radiation Therapy Prior to the Resection of Locally Advanced Tumors, and Idiopathic Pulmonary Fibrosis Patients"
11,Investigating a Response Modulation Hypothesis of Socioemotional Processing Associated With Alcohol Use Disorder
11,Role of Exercise in the Prevention and Treatment of RAGE-Mediated Inflammation (RECEPTOR) Trial
1117,Patient and Parent Preferences for an On-Body Automated Insulin Delivery System
11,Short and Long-Term Effectiveness of Existing Insomnia Therapies for Patients Undergoing Hemodialysis (Sleep-HD)
1117,Investigating Vector-Borne Determinants of Aedes-Transmitted Arboviral Infections in Cambodia: an Observational Longitudinal Cohort Study in Children
1117,"Insulin-related Biomarkers and Exposures and Risk of Pancreatic, Lung and Other Cancers"
11,A Phase 2 Study of Venetoclax With Safety Lead-In for Treatment of Relapsed/Refractory Mature T-Cell Lymphomas
1102,"Predicting Sleep, Smoking, and Lung Health Disparities in African American Adults"
1117,Translating an Evidence-based Urban Asthma Program for Rural Adolescents: Testing Effectiveness & Cost-effectiveness and Understanding Factors Associated With Implementation
1117,A Phase 1 Study of the Safety of AAV2/8-LSPhGAA in Late-onset Pompe Disease
1117,Alcohol Biosensor Monitoring for Alcoholic Liver Disease
11,Pediatric Hepatic Malignancy International Therapeutic Trial (PHITT)
11,The Impact of Ultrasound-guided Serratus Anterior Plane Catheter Block (SAPB) Following Thoracotomy for Chest Malignancies on the Emergence of Post-thoracotomy Pain Syndrome (PTPS): A Pilot Study
11,A Novel Surgical Technique: Indocyanine Green Lymphangiography for Identification of the Thoracic Duct During Neck Dissection
1102,Trial of Roflumilast in Asthma Management (TRIM)
11,A Pilot Trial of Neoantigen DNA Vaccine in Combination With Nivolumab/Ipilimumab and PROSTVAC in Metastatic Hormone-Sensitive Prostate Cancer
1102,Pilot Study of Rosuvastatin and Enoxaparin Thromboprophylaxis Following Ovarian Cancer Surgery (O-STAT Study)
1117,Adapting and Assessing the Feasibility Of 'Healthy Dads Healthy Kids' For US Latinos
1102,The Longitudinal Evaluation of Autoimmune Pulmonary Alveolar Proteinosis
11,"A Single-Center Phase 1/2 Study of Single- or Fractioned-Dose Gemtuzumab Ozogamicin in Combination With G-CSF, Cladribine, Cytarabine and Mitoxantrone (GCLAM) for Previously Untreated Adult Acute Myeloid Leukemia or High-Grade Myeloid Neoplasm"
1117,Web-based Resource for Youth About Clinical Research
11,Phase II Study of Olaparib in Subjects With Malignant Mesothelioma
1117,"Pilot Study of Medication Adherence in Children, Adolescents, and Adults With Neurofibromatosis Type 1 (NF1) on Clinical Treatment Trials"
11,A Randomized Pilot Study of Human Lysozyme Goat Milk in Recipients of Standard Myeloablative Allogeneic Hematopoietic Stem Cell Transplantation
1117,In-home Obesity Prevention to Reach Low-income Infants Through Maternal and Social Transmission
1117,Hybrid Effectiveness-Implementation Trial for ART Adherence and Substance Use in HIV Care in South Africa
1117,Randomized Controlled Trial Evaluating the Efficacy of an Adapted Physical Activity Program Using a Connected Device With Activity Trackers and a Therapeutic Education Program Among Women With Localized Breast Cancer
11,A Phase Ib Trial of CB-839 in Combination With Radiation Therapy and Temozolomide in Patients With IDH-Mutated Diffuse Astrocytoma and Anaplastic Astrocytoma
1117,Project PRIDE: Intervention to Reduce HIV Risk in Young Sexual Minority Men
1117,"SER Study: Salud, Estrés, y Resilencia (Health, Stress, and Resilience) Among Young Adult Hispanic Immigrants in the U.S."
17,A Randomized Controlled Trial of Cognitive Control Training for Urgency in a Naturalistic Clinical Setting
11,Optimizing Immunosuppression Drug Dosing Via Phenotypic Precision Medicine
11,PRISM: A Platform Protocol for the Treatment of Relapsed/Refractory Aggressive Non-Hodgkin's Lymphoma
11,"An Open Label, Randomized Study of the Safety and Antiretroviral Activity of 3BNC117 and 10-1074 in HIV-infected Individuals on Combination Antiretroviral Therapy and During Analytical Treatment Interruption."
6,NCI-COG Pediatric MATCH (Molecular Analysis for Therapy Choice) - Phase 2 Subprotocol of Palbociclib in Patients With Tumors Harboring Activating Alterations in Cell Cycle Genes
11,Pilot Study Testing the Effects of BTK Inhibitor Ibrutinib on Levels and Function of Myeloid Derived Suppressor Cells and Other Immune Subsets in Patients With Metastatic Solid Tumors
11,A Study of Cancer Related Fatigue in Patients With Metastatic Cancer Receiving Anti-PD1 Immunotherapy
1117,Improving Health Outcomes for HIV-Positive Women in Brazil
1117,Feasibility of a Positive Psychology Intervention for Hematopoietic Cell Transplant Survivors to Improve Quality of Life
1117,Parent Emotion Socialization and Child Emotion Regulation in FASD
11,"RACHEL1: A Phase I Radiation and Checkpoint Blockade Trial in Patients With Metastatic Hormone Receptor Positive, HER2 Negative Breast Cancer"
1102,Prevalence and Location of Intra-Procedural Atelectasis Detected by Radial-Probe Endobronchial Ultrasound During Peripheral Bronchoscopy Under General Anesthesia
1117,Physical Activity After Cancer Treatment (PACT): Pilot Study of Exercise in Stage II-III Breast Cancer Survivors
1111,"Maternal Metabolism, Breast Milk Composition, and Infant Outcomes: The 4M Project"
11,"Durvalumab (MEDI4736), Tremelimumab and Palliative Hypofractionated Radiation Therapy in Patients With Recurrent/Metastatic Squamous Cell Carcinomas of the Head and Neck Previously Treated With Immune Checkpoint Inhibitors"
11,Effects of Exercise on Young Adult Women With ACEs: an Integrative Pilot Study
11,Long-Term Follow-Up Of Subjects With CHC Who Achieved A Sustained Virological Response Following Therapy With Direct Acting Antiviral Agents
1117,Use of Systems Support Mapping to Guide Patient-Driven Self-Management in Rural and Urban Cancer Survivors
1102,A Phase I Dose Escalation Study With Expansion to Evaluate the Safety of SEPHB4-HSA in Combination With Cytarabine or Liposomal Vincristine in Patients With Relapsed or Refractory Acute Leukemia
